auc_train_uncal,auc_val_uncal,auc_train_cal,auc_val_cal,brier_val_uncal,brier_val_cal,logloss_val_uncal,logloss_val_cal,n_train,n_cal,n_fit,n_val,k_frac_train,k_frac_val
0.9027900363870229,0.9027427969042785,0.9027900363870229,0.9027427969042785,0.12117845441763214,0.12287731540958241,0.38012820921851886,0.38988981532244416,21302845,4260569,17042276,4544388,0.6228291103840825,0.6228009140064624
