p_lo,p_hi,theta_lo,theta_hi,threshold,n_label,eff_K,C_pi,C_p,n_accepted
0.5,1.4,25.0,35.0,0.18000000000000002,239055,0.9729741599371977,0.08618156132218963,0.009730645821630217,210058
0.5,1.4,25.0,35.0,0.19,239055,0.9720299298964091,0.08440114589473902,0.00946489861085882,209194
0.5,1.4,25.0,35.0,0.2,239055,0.9710911895651602,0.08278586946940511,0.0091932403773259,208414
0.5,1.4,25.0,35.0,0.21000000000000002,239055,0.9701744080720689,0.08120304660895786,0.00897456884515017,207698
0.5,1.4,25.0,35.0,0.22,239055,0.9693289928029908,0.07998520239887871,0.00883656696958869,207094
0.5,1.4,25.0,35.0,0.23,239055,0.9685165157911495,0.07884129404147783,0.008693083308311459,206486
0.5,1.4,25.0,35.0,0.24000000000000002,239055,0.9677095284888476,0.07792859945076501,0.008569583561936484,205961
0.5,1.4,25.0,35.0,0.25,239055,0.9668915617674669,0.07697951440385291,0.008479237550074717,205443
0.5,1.4,25.0,35.0,0.26,239055,0.9661614303987176,0.0761853770687999,0.00836687400902549,204975
0.5,1.4,25.0,35.0,0.27,239055,0.965403850482271,0.07549272672789498,0.00823703095363798,204564
0.5,1.4,25.0,35.0,0.28,239055,0.9642125835122064,0.0743317311746353,0.008127329801844222,203880
0.5,1.4,25.0,35.0,0.29000000000000004,239055,0.9632518843427994,0.07331513042192377,0.008037304109157805,203302
0.5,1.4,25.0,35.0,0.3,239055,0.962461366169116,0.07241492423601117,0.00797853979900786,202794
0.5,1.4,25.0,35.0,0.31,239055,0.9616598685763537,0.0717041323540322,0.007872459241614818,202351
0.5,1.4,25.0,35.0,0.32,239055,0.9609132680789859,0.07102673785439068,0.00781265471828894,201980
0.5,1.4,25.0,35.0,0.33,239055,0.9601776470006972,0.07038113815261471,0.007751861091410462,201629
0.5,1.4,25.0,35.0,0.34,239055,0.9595573098227372,0.06975556016796258,0.00770002682589991,201298
0.5,1.4,25.0,35.0,0.35000000000000003,239055,0.9588161990349091,0.06921084607021807,0.007642969811264424,200969
0.5,1.4,25.0,35.0,0.36000000000000004,239055,0.958053129408923,0.06853687306187586,0.007581686314582658,200615
