auc_train_uncal,auc_val_uncal,auc_train_cal,auc_val_cal,brier_val_uncal,brier_val_cal,logloss_val_uncal,logloss_val_cal,n_train,n_fit,n_cal,n_val,k_frac_train,k_frac_val
0.9044655612315058,0.9044281674386456,0.9044655612315058,0.9044281674386456,0.12028397183461918,0.12178726788381576,0.3763447046454959,0.386070785620033,21302845,17042276,4260569,4544388,0.6228291103840825,0.6228009140064624
