p_lo,p_hi,theta_lo,theta_hi,threshold,n_label,eff_K,C_pi,C_p,n_accepted
0.5,1.4,15.0,25.0,0.11,418763,0.9805550751554617,0.17807485282809565,0.01980064924850201,349635
0.5,1.4,15.0,25.0,0.12,418763,0.9781977727816168,0.16804801463205624,0.019660314902454703,343789
0.5,1.4,15.0,25.0,0.13,418763,0.9762427532690182,0.16029712319552958,0.01943351552560901,339568
0.5,1.4,15.0,25.0,0.14,418763,0.9745960252949448,0.15433800381685614,0.019308383919197446,336227
0.5,1.4,15.0,25.0,0.15000000000000002,418763,0.9730320096848659,0.1496336454739609,0.019154377265382112,333553
0.5,1.4,15.0,25.0,0.16,418763,0.9717349294313149,0.14557072915943522,0.018962738505556326,331334
0.5,1.4,15.0,25.0,0.17,418763,0.9706483897406591,0.14196217886935425,0.018759549114723027,329219
0.5,1.4,15.0,25.0,0.18000000000000002,418763,0.9696032062320007,0.13885067450247096,0.01827541434354235,327325
0.5,1.4,15.0,25.0,0.19,418763,0.9687008895338782,0.13594749761901567,0.017063629854745584,325429
0.5,1.4,15.0,25.0,0.2,418763,0.9675015602559571,0.13301956397963757,0.016159399007620607,323465
0.5,1.4,15.0,25.0,0.21000000000000002,418763,0.9666330804340143,0.13084323827295716,0.015429778509521295,321910
0.5,1.4,15.0,25.0,0.22,418763,0.9658397936702484,0.12886194162707656,0.014366641177296774,320395
0.5,1.4,15.0,25.0,0.23,418763,0.9648961207901287,0.12694794923170602,0.013489070498653602,318999
0.5,1.4,15.0,25.0,0.24000000000000002,418763,0.963926130339647,0.12497099015713097,0.012845498251060225,317621
0.5,1.4,15.0,25.0,0.25,418763,0.9628170327315382,0.1226150383204114,0.012300898412255915,315668
0.5,1.4,15.0,25.0,0.26,418763,0.9613658067087246,0.12063854518443116,0.011697359493114422,313917
0.5,1.4,15.0,25.0,0.27,418763,0.9604634900106023,0.11908579625587498,0.01122438537696027,312712
0.5,1.4,15.0,25.0,0.28,418763,0.959290478303043,0.11727607047842437,0.010858286510988394,311283
0.5,1.4,15.0,25.0,0.29000000000000004,418763,0.9574068921957125,0.11442292979454437,0.01053108221747849,309180
0.5,1.4,15.0,25.0,0.3,418763,0.9553202848313044,0.11155788030936631,0.010301253867448299,307050
0.5,1.4,15.0,25.0,0.31,418763,0.9546698648780745,0.11035550743983491,0.010101669681278283,306286
0.5,1.4,15.0,25.0,0.32,418763,0.9539066553375792,0.1091284471316915,0.009910488026873237,305434
0.5,1.4,15.0,25.0,0.33,418763,0.9531321668383574,0.10806664977905373,0.00971447325237939,304700
0.5,1.4,15.0,25.0,0.34,418763,0.9522599273635058,0.10693797533963535,0.009562418969522668,303898
0.5,1.4,15.0,25.0,0.35000000000000003,418763,0.9515719108811874,0.10602924554959028,0.009424753663716347,303244
0.5,1.4,15.0,25.0,0.36000000000000004,418763,0.9507861434232392,0.1049179747641885,0.009253779701194495,302471
0.5,1.4,15.0,25.0,0.37,418763,0.9501582813874623,0.1039486886751311,0.009138774847493796,301791
0.5,1.4,15.0,25.0,0.38,418763,0.9494138701115113,0.10296823603799456,0.009004012116059092,301088
0.5,1.4,15.0,25.0,0.39,418763,0.9486957764059222,0.10195917931562183,0.00886514198208995,300390
0.5,1.4,15.0,25.0,0.4,418763,0.9479250475596093,0.10115007272623563,0.008753406789894886,299769
0.5,1.4,15.0,25.0,0.41000000000000003,418763,0.9472407907301997,0.10026247656459245,0.008657921831334323,299148
0.5,1.4,15.0,25.0,0.42000000000000004,418763,0.9465377356362461,0.09944126884197423,0.00856226906830051,298519
0.5,1.4,15.0,25.0,0.43,418763,0.9457143716492094,0.09855758031858661,0.008467718920080447,297837
0.5,1.4,15.0,25.0,0.44,418763,0.9449511621087141,0.0976066866288964,0.008330808845804302,297090
0.5,1.4,15.0,25.0,0.45,418763,0.9440939612454978,0.09642039811736258,0.008253749632885369,296229
0.5,1.4,15.0,25.0,0.46,418763,0.9433006744817318,0.09547414414674242,0.008148541688521317,295513
0.5,1.4,15.0,25.0,0.47000000000000003,418763,0.9425600228586897,0.09457185163783452,0.00802392935143861,294868
0.5,1.4,15.0,25.0,0.48000000000000004,418763,0.9417253799129265,0.09369448253653524,0.0079169754366404,294178
0.5,1.4,15.0,25.0,0.49,418763,0.9407967456444422,0.09274332432971376,0.00783225744882448,293402
