theta_low,theta_high,p_low,p_high,best_threshold,best_fom
0.0,7.0,1.4,1.85,0.9308080808080808,1.414213562373095
0.0,7.0,1.85,2.3,0.44141414141414137,3.6055512754639896
0.0,7.0,2.3,2.75,0.6621212121212121,8.72081599272381
0.0,7.0,2.75,3.2,0.6621212121212121,11.420961262712677
0.0,7.0,3.2,3.65,0.2398989898989899,10.10405980484465
0.0,7.0,3.65,4.1,0.2398989898989899,8.621054497285195
0.0,7.0,4.1,4.55,0.13434343434343432,6.9621227974055335
0.0,7.0,4.55,5.0,0.16313131313131313,6.260990336999411
7.0,14.0,1.85,2.3,0.806060606060606,9.502552681394961
7.0,14.0,2.3,2.75,0.758080808080808,18.74108805205084
7.0,14.0,2.75,3.2,0.5661616161616161,24.207830516094667
7.0,14.0,3.2,3.65,0.29747474747474745,25.20069576468334
7.0,14.0,3.65,4.1,0.22070707070707068,21.40660996301049
7.0,14.0,4.1,4.55,0.15353535353535352,19.00130487037297
7.0,14.0,4.55,5.0,0.2590909090909091,14.039269519706762
14.0,21.0,1.85,2.3,0.11515151515151514,1.0
14.0,21.0,2.3,2.75,0.9212121212121211,1.0
14.0,21.0,2.75,3.2,0.3838383838383838,2.9398736610366685
14.0,21.0,3.2,3.65,0.12474747474747475,4.225771273642583
14.0,21.0,3.65,4.1,0.16313131313131313,5.165676192553671
14.0,21.0,4.1,4.55,0.31666666666666665,4.529039094769576
14.0,21.0,4.55,5.0,0.08636363636363636,2.4659848095803594
